ticker,company_name,sector,business_nature,pass,score,technical_pass,fundamental_pass,close,ma50,ma150,ma200,high_52w,low_52w,ret_63d,eps_yoy_value,rev_yoy_value,roe_3y_avg_value,eps_ge_min_qtrs,rev_ge_min_qtrs,eps_consec_qtrs,rev_consec_qtrs,annual_revenue_uptrend,eps_pass,rev_pass,roe_pass,roe_std,roe_stable,roe_quality,audit_close_stooq,audit_close_diff_pct,audit_eps_yoy_sec,audit_rev_yoy_sec,audit_roe_avg_sec,fundamentals_used,fundamentals_source,note
GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,True,7,True,True,341.67999267578125,307.78056579589844,296.46131439208983,272.23339584350583,343.4482421875,147.15972900390625,0.027467168535828312,35.377358490566046,16.67308803698708,39.708590282780044,3,2,2,2,True,True,True,True,,True,better(>17),,,,,,True,sec_companyfacts,Fundamentals from SEC Company Facts
GOOG,Alphabet Inc. (Class C),Communication Services,Interactive Media & Services,True,7,True,True,339.3999938964844,306.97625244140625,296.6183725992839,272.5500806427002,344.6571960449219,149.34368896484375,0.019447348693802713,35.377358490566046,16.67308803698708,39.708590282780044,3,2,2,2,True,True,True,True,,True,better(>17),,,,,,True,sec_companyfacts,Fundamentals from SEC Company Facts
APH,Amphenol,Information Technology,Electronic Components,True,7,True,True,151.05999755859375,137.27108810424804,135.62009023030598,128.28525451660155,165.92205810546875,63.143001556396484,-0.01855423179777982,102.08333333333334,53.37228879865306,31.172920414263007,3,4,2,4,True,True,True,True,,True,better(>17),,,,,,True,sec_companyfacts,Fundamentals from SEC Company Facts
CIEN,Ciena,Information Technology,Communications Equipment,False,6,True,False,507.42999267578125,373.593801574707,256.8331997680664,215.7944997024536,507.42999267578125,57.84000015258789,1.0814225630672953,232.25806451612905,33.08731091339787,4.409607124714303,3,4,3,4,False,True,True,False,,True,ok(>15),,,,,,True,sec_companyfacts,Fundamentals from SEC Company Facts
STX,Seagate Technology,Information Technology,"Technology Hardware, Storage & Peripherals",False,6,True,False,547.75,421.6626135253906,323.5546585083008,281.99660430908204,547.75,71.89338684082031,0.7129916793027045,67.74193548387098,21.505376344086024,-181.77526885301816,4,4,4,4,False,True,True,False,,True,ok(>15),,,,,,True,sec_companyfacts,Fundamentals from SEC Company Facts
TER,Teradyne,Information Technology,Semiconductor Materials & Equipment,False,6,True,False,380.3800048828125,316.44259765625,225.38319473266603,195.30085941314698,380.3800048828125,69.55220794677734,0.6712299489619082,-15.73033707865169,4.32823634405628,17.329986912020416,1,1,1,1,True,False,True,True,,True,better(>17),,,,,,True,sec_companyfacts,Fundamentals from SEC Company Facts
DELL,Dell Technologies,Information Technology,"Technology Hardware, Storage & Peripherals",False,6,True,False,196.5500030517578,151.55379959106446,139.8032088724772,136.90750965118409,196.5500030517578,80.88837432861328,0.64975663366731,44.303797468354425,10.830665681687602,-316.90508322087265,4,1,4,1,True,True,True,False,,True,ok(>15),,,,,,True,sec_companyfacts,Fundamentals from SEC Company Facts
GEV,GE Vernova,Industrials,Heavy Electrical Equipment,False,6,True,False,1002.75,866.6617712402344,706.5447424316407,680.6686593627929,1002.75,312.3943176269531,0.5623007250804184,-568.5714285714286,11.847862672500842,36.24672494836896,0,1,0,1,True,False,True,True,,True,better(>17),,,,,,True,sec_companyfacts,Fundamentals from SEC Company Facts
MPWR,Monolithic Power Systems,Information Technology,Semiconductors,False,6,True,False,1468.3499755859375,1160.446016845703,1033.1303287760418,971.5842416381836,1468.3499755859375,504.3575134277344,0.457382249065565,25.762711864406775,-56.75122284154248,5.184442493022343,4,1,4,1,True,True,True,False,,True,ok(>15),,,,,,True,sec_companyfacts,Fundamentals from SEC Company Facts
MU,Micron Technology,Information Technology,Semiconductors,False,6,True,False,455.07000732421875,406.30126098632815,304.38030110677084,258.0637198257446,465.6600036621094,66.58062744140625,0.3524082038370915,756.0283687943263,196.28709797590963,-7.419064044178659,4,4,4,4,False,True,True,False,,True,ok(>15),,,,,,True,sec_companyfacts,Fundamentals from SEC Company Facts
PWR,Quanta Services,Industrials,Construction & Engineering,False,6,True,False,601.8800048828125,556.9352874755859,477.1846984863281,454.7436054992676,601.8800048828125,253.5257568359375,0.3448266997659182,14.871794871794886,17.52982789446198,11.89388517203384,3,3,3,3,True,True,True,False,,True,ok(>15),,,,,,True,sec_companyfacts,Fundamentals from SEC Company Facts
TRGP,Targa Resources,Energy,Oil & Gas Storage & Transportation,False,6,False,True,235.5,236.04539916992186,193.23209075927736,185.87196479797365,250.97999572753906,144.61326599121094,0.3009094304446662,25.714285714285733,7.772989251778384,59.87503001654858,4,2,4,1,True,True,True,True,,True,better(>17),,,,,,True,sec_companyfacts,Fundamentals from SEC Company Facts
DLR,Digital Realty,Real Estate,Data Center REITs,False,6,True,False,203.6199951171875,179.6278680419922,168.17336985270182,167.8492674255371,203.6199951171875,142.192626953125,0.2767415384936267,66.66666666666667,-61.709312651823,3.861077751929837,4,1,4,1,True,True,True,False,,True,ok(>15),,,,,,True,sec_companyfacts,Fundamentals from SEC Company Facts
GRMN,Garmin,Consumer Discretionary,Consumer Electronics,False,6,False,True,267.4200134277344,238.30828399658202,223.67053181966145,224.3796006011963,267.4200134277344,183.75592041015625,0.2626759585667158,0.48309178743961567,-60.42097363143005,16.39887570301344,3,2,3,2,True,True,True,True,,True,ok(>15),,,,,,True,sec_companyfacts,Fundamentals from SEC Company Facts
EME,Emcor,Industrials,Construction & Engineering,False,6,True,False,806.0499877929688,759.9572509765625,689.5542549641928,667.2175799560547,813.7747192382812,362.0162048339844,0.1822547067241218,13.275862068965516,-60.156628826139666,35.12841302690526,2,1,1,1,True,False,True,True,,True,better(>17),,,,,,True,sec_companyfacts,Fundamentals from SEC Company Facts
ROST,Ross Stores,Consumer Discretionary,Apparel Retail,False,6,True,False,227.82000732421875,209.1281231689453,182.36398111979167,171.9440753173828,227.82000732421875,125.72746276855469,0.1781009000979068,6.756756756756754,10.44281270840095,38.21960979541343,2,1,1,1,True,False,True,True,,True,better(>17),,,,,,True,sec_companyfacts,Fundamentals from SEC Company Facts
TPR,"Tapestry, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",False,6,True,False,155.85000610351562,148.47148315429686,127.52968999226889,121.21020832061768,160.06088256835938,61.97271728515625,0.17441632102642513,94.20289855072465,13.983784276213896,33.23180987653763,3,2,3,1,False,True,False,True,,True,better(>17),,,,,,True,sec_companyfacts,Fundamentals from SEC Company Facts
FCX,Freeport-McMoRan,Materials,Copper,False,6,True,False,70.20999908447266,62.00479110717774,51.752732543945314,49.64820486068726,70.20999908447266,32.521827697753906,0.17352570219921826,48.199999999999996,-1.5,13.946,4,1,4,1,True,True,True,False,,True,ok(>15),,,,,,True,sec_companyfacts,Fundamentals from SEC Company Facts
EIX,Edison International,Utilities,Electric Utilities,False,6,False,True,70.75,70.99103843688965,61.3166640218099,58.83837917327881,75.81999969482422,45.609676361083984,0.1639191178390189,63.63636363636365,10.555662372620645,20.439089825277208,3,2,2,1,True,True,True,True,,True,better(>17),,,,,,True,sec_companyfacts,Fundamentals from SEC Company Facts
MAR,Marriott International,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",False,6,True,False,377.92999267578125,338.4441711425781,306.03294494628904,296.4766999816895,377.92999267578125,213.66998291015625,0.16228297193939212,28.985507246376805,3.7410071942445944,-4.104179877725339,3,2,2,1,True,True,True,False,,True,ok(>15),,,,,,True,sec_companyfacts,Fundamentals from SEC Company Facts
KLAC,KLA Corporation,Information Technology,Semiconductor Materials & Equipment,False,6,True,False,1791.43994140625,1516.3702319335937,1317.7129752604167,1213.8308206176757,1795.9100341796875,616.1284790039062,0.16104478140945555,40.90909090909089,7.159755217265973,86.4350411911642,4,2,4,1,False,True,False,True,,True,better(>17),,,,,,True,sec_companyfacts,Fundamentals from SEC Company Facts
OKE,Oneok,Energy,Oil & Gas Storage & Transportation,False,6,False,True,83.51000213623047,86.43499969482421,76.05349032084148,75.7440637397766,93.95999908447266,63.4410514831543,0.1541082002896177,26.271186440677962,-37.76598911305028,15.640408764156755,3,2,2,1,True,True,True,True,,True,ok(>15),,,,,,True,sec_companyfacts,Fundamentals from SEC Company Facts
STLD,Steel Dynamics,Materials,Steel,False,6,True,False,200.32000732421875,185.73476806640625,168.06154012044271,158.16146617889405,205.1450958251953,112.03380584716797,0.14750709796564898,33.65853658536588,-18.837671521188206,14.555776601889406,3,2,2,1,True,True,True,False,,True,ok(>15),,,,,,True,sec_companyfacts,Fundamentals from SEC Company Facts
SPG,Simon Property Group,Real Estate,Retail REITs,False,6,True,False,206.22999572753906,193.34906433105468,184.0699907430013,179.11947151184083,206.22999572753906,140.21890258789062,0.14425992174612068,27.397260273972623,8.162435588332627,18.55855369174122,3,1,2,1,False,True,False,True,,True,better(>17),,,,,,True,sec_companyfacts,Fundamentals from SEC Company Facts
HAL,Halliburton,Energy,Oil & Gas Equipment & Services,False,6,True,False,37.150001525878906,36.18432678222656,30.227828737894693,28.027838430404664,40.41999816894531,18.843393325805664,0.13880362269269675,-99.99999906103287,35.28607248689308,16.128173115437715,0,3,0,3,False,False,True,True,,True,ok(>15),,,,,,True,sec_companyfacts,Fundamentals from SEC Company Facts
